orderNumber,productCode,productCode,quantityOrdered,productName,productLine,quantityInStock
10179,S700_3167,S700_3167,39,"F/A 18 Hornet 1/72",Planes,551
10180,S10_1678,S10_1678,29,"1969 Harley Davidson Ultimate Chopper",Motorcycles,7933
10180,S10_2016,S10_2016,42,"1996 Moto Guzzi 1100i",Motorcycles,6625
10180,S10_4698,S10_4698,41,"2003 Harley-Davidson Eagle Drag Bike",Motorcycles,5582
10180,S12_2823,S12_2823,40,"2002 Suzuki XREO",Motorcycles,9997
10180,S18_2625,S18_2625,25,"1936 Harley Davidson El Knucklehead",Motorcycles,4357
10180,S18_3782,S18_3782,21,"1957 Vespa GS150",Motorcycles,7689
10180,S18_4721,S18_4721,44,"1957 Corvette Convertible","Classic Cars",1249
10180,S24_1578,S24_1578,48,"1997 BMW R 1100 S",Motorcycles,7003
10180,S24_2000,S24_2000,28,"1960 BSA Gold Star DBD34",Motorcycles,15
10180,S24_2360,S24_2360,35,"1982 Ducati 900 Monster",Motorcycles,6840
10180,S24_4620,S24_4620,28,"1961 Chevrolet Impala","Classic Cars",7869
10180,S32_2206,S32_2206,34,"1982 Ducati 996 R",Motorcycles,9241
10180,S32_4485,S32_4485,22,"1974 Ducati 350 Mk3 Desmo",Motorcycles,3341
10180,S50_4713,S50_4713,21,"2002 Yamaha YZR M1",Motorcycles,600
10181,S12_1099,S12_1099,27,"1968 Ford Mustang","Classic Cars",68
10181,S12_3380,S12_3380,28,"1968 Dodge Charger","Classic Cars",9123
10181,S12_3990,S12_3990,20,"1970 Plymouth Hemi Cuda","Classic Cars",5663
10181,S12_4675,S12_4675,36,"1969 Dodge Charger","Classic Cars",7323
10181,S18_1129,S18_1129,44,"1993 Mazda RX-7","Classic Cars",3975
10181,S18_1589,S18_1589,42,"1965 Aston Martin DB5","Classic Cars",9042
10181,S18_1889,S18_1889,22,"1948 Porsche 356-A Roadster","Classic Cars",8826
10181,S18_1984,S18_1984,21,"1995 Honda Civic","Classic Cars",9772
10181,S18_2870,S18_2870,27,"1999 Indy 500 Monte Carlo SS","Classic Cars",8164
10181,S18_3232,S18_3232,45,"1992 Ferrari 360 Spider red","Classic Cars",8347
10181,S18_3278,S18_3278,30,"1969 Dodge Super Bee","Classic Cars",1917
10181,S18_3482,S18_3482,22,"1976 Ford Gran Torino","Classic Cars",9127
10181,S18_3685,S18_3685,39,"1948 Porsche Type 356 Roadster","Classic Cars",8990
10181,S24_1628,S24_1628,34,"1966 Shelby Cobra 427 S/C","Classic Cars",8197
10181,S24_2972,S24_2972,37,"1982 Lamborghini Diablo","Classic Cars",7723
10181,S24_3371,S24_3371,23,"1971 Alpine Renault 1600s","Classic Cars",7995
10181,S24_3856,S24_3856,25,"1956 Porsche 356A Coupe","Classic Cars",6600
10182,S18_1342,S18_1342,25,"1937 Lincoln Berline","Vintage Cars",8693
10182,S18_1367,S18_1367,32,"1936 Mercedes-Benz 500K Special Roadster","Vintage Cars",8635
10182,S18_1749,S18_1749,44,"1917 Grand Touring Sedan","Vintage Cars",2724
10182,S18_2248,S18_2248,38,"1911 Ford Town Car","Vintage Cars",540
10182,S18_2325,S18_2325,20,"1932 Model A Ford J-Coupe","Vintage Cars",9354
10182,S18_2795,S18_2795,21,"1928 Mercedes-Benz SSK","Vintage Cars",548
10182,S18_3320,S18_3320,33,"1917 Maxwell Touring Car","Vintage Cars",7913
10182,S18_4409,S18_4409,36,"1932 Alfa Romeo 8C2300 Spider Sport","Vintage Cars",6553
10182,S18_4933,S18_4933,44,"1957 Ford Thunderbird","Classic Cars",3209
10182,S24_1046,S24_1046,47,"1970 Chevy Chevelle SS 454","Classic Cars",1005
10182,S24_1937,S24_1937,39,"1939 Chevrolet Deluxe Coupe","Vintage Cars",7332
10182,S24_2022,S24_2022,31,"1938 Cadillac V-16 Presidential Limousine","Vintage Cars",2847
10182,S24_2766,S24_2766,36,"1949 Jaguar XK 120","Classic Cars",2350
10182,S24_2887,S24_2887,20,"1952 Citroen-15CV","Classic Cars",1452
10182,S24_3191,S24_3191,33,"1969 Chevrolet Camaro Z28","Classic Cars",4695
10182,S24_3432,S24_3432,49,"2002 Chevy Corvette","Classic Cars",9446
10182,S24_3969,S24_3969,23,"1936 Mercedes Benz 500k Roadster","Vintage Cars",2081
10183,S10_1949,S10_1949,23,"1952 Alpine Renault 1300","Classic Cars",7305
10183,S10_4962,S10_4962,28,"1962 LanciaA Delta 16V","Classic Cars",6791
10183,S12_1666,S12_1666,41,"1958 Setra Bus","Trucks and Buses",1579
10183,S18_1097,S18_1097,21,"1940 Ford Pickup Truck","Trucks and Buses",2613
10183,S18_2949,S18_2949,37,"1913 Ford Model T Speedster","Vintage Cars",4189
10183,S18_2957,S18_2957,39,"1934 Ford V8 Coupe","Vintage Cars",5649
10183,S18_3136,S18_3136,22,"18th Century Vintage Horse Carriage","Vintage Cars",5992
10183,S18_4600,S18_4600,21,"1940s Ford truck","Trucks and Buses",3128
10183,S18_4668,S18_4668,40,"1939 Cadillac Limousine","Vintage Cars",6645
10183,S24_4258,S24_4258,47,"1936 Chrysler Airflow","Vintage Cars",4710
10183,S32_3522,S32_3522,49,"1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses",814
10183,S700_2824,S700_2824,23,"1982 Camaro Z28","Classic Cars",6934
10184,S12_4473,S12_4473,37,"1957 Chevy Pickup","Trucks and Buses",6125
10184,S18_2238,S18_2238,46,"1998 Chrysler Plymouth Prowler","Classic Cars",4724
10184,S18_2319,S18_2319,46,"1964 Mercedes Tour Bus","Trucks and Buses",8258
10184,S18_2432,S18_2432,44,"1926 Ford Fire Engine","Trucks and Buses",2018
10184,S18_3232,S18_3232,28,"1992 Ferrari 360 Spider red","Classic Cars",8347
10184,S24_1444,S24_1444,31,"1970 Dodge Coronet","Classic Cars",4074
10184,S24_2300,S24_2300,24,"1962 Volkswagen Microbus","Trucks and Buses",2327
10184,S24_2840,S24_2840,42,"1958 Chevy Corvette Limited Edition","Classic Cars",2542
10184,S24_4048,S24_4048,49,"1992 Porsche Cayenne Turbo Silver","Classic Cars",6582
10184,S32_1268,S32_1268,46,"1980’s GM Manhattan Express","Trucks and Buses",5099
10184,S32_2509,S32_2509,33,"1954 Greyhound Scenicruiser","Trucks and Buses",2874
10184,S32_3207,S32_3207,48,"1950's Chicago Surface Lines Streetcar",Trains,8601
10184,S50_1392,S50_1392,45,"Diamond T620 Semi-Skirted Tanker","Trucks and Buses",1016
10185,S12_1108,S12_1108,21,"2001 Ferrari Enzo","Classic Cars",3619
10185,S12_3148,S12_3148,33,"1969 Corvair Monza","Classic Cars",6906
10185,S12_3891,S12_3891,43,"1969 Ford Falcon","Classic Cars",1049
10185,S18_3140,S18_3140,28,"1903 Ford Model A","Vintage Cars",3913
10185,S18_3259,S18_3259,49,"Collectable Wooden Train",Trains,6450
10185,S18_4027,S18_4027,39,"1970 Triumph Spitfire","Classic Cars",5545
10185,S18_4522,S18_4522,47,"1904 Buick Runabout","Vintage Cars",8290
10185,S24_2011,S24_2011,30,"18th century schooner",Ships,1898
10185,S24_3151,S24_3151,33,"1912 Ford Model T Delivery Wagon","Vintage Cars",9173
10185,S50_1514,S50_1514,20,"1962 City of Detroit Streetcar",Trains,1645
10185,S700_1138,S700_1138,21,"The Schooner Bluenose",Ships,1897
10185,S700_1938,S700_1938,30,"The Mayflower",Ships,737
10185,S700_2610,S700_2610,39,"The USS Constitution Ship",Ships,7083
10185,S700_3505,S700_3505,37,"The Titanic",Ships,1956
10185,S700_3962,S700_3962,22,"The Queen Mary",Ships,5088
10185,S72_3212,S72_3212,28,"Pont Yacht",Ships,414
10186,S10_4757,S10_4757,26,"1972 Alfa Romeo GTA","Classic Cars",3252
10186,S18_1662,S18_1662,32,"1980s Black Hawk Helicopter",Planes,5330
10186,S18_3029,S18_3029,32,"1999 Yamaha Speed Boat",Ships,4259
10186,S18_3856,S18_3856,46,"1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars",2378
10186,S24_2841,S24_2841,22,"1900s Vintage Bi-Plane",Planes,5942
10186,S24_3420,S24_3420,21,"1937 Horch 930V Limousine","Vintage Cars",2902
10186,S24_3816,S24_3816,36,"1940 Ford Delivery Sedan","Vintage Cars",6621
10186,S700_2047,S700_2047,24,"HMS Bounty",Ships,3501
10186,S72_1253,S72_1253,28,"Boeing X-32A JSF",Planes,4857
10187,S18_2581,S18_2581,45,"P-51-D Mustang",Planes,992
10187,S24_1785,S24_1785,46,"1928 British Royal Navy Airplane",Planes,3627
10187,S24_3949,S24_3949,43,"Corsair F4U ( Bird Cage)",Planes,6812
10187,S24_4278,S24_4278,33,"1900s Vintage Tri-Plane",Planes,2756
10187,S32_4289,S32_4289,31,"1928 Ford Phaeton Deluxe","Vintage Cars",136
10187,S50_1341,S50_1341,41,"1930 Buick Marquette Phaeton","Vintage Cars",7062
10187,S700_1691,S700_1691,34,"American Airlines: B767-300",Planes,5841
10187,S700_2466,S700_2466,44,"America West Airlines B757-200",Planes,9653
10187,S700_3167,S700_3167,34,"F/A 18 Hornet 1/72",Planes,551
10187,S700_4002,S700_4002,44,"American Airlines: MD-11S",Planes,8820
10188,S10_1678,S10_1678,48,"1969 Harley Davidson Ultimate Chopper",Motorcycles,7933
10188,S10_2016,S10_2016,38,"1996 Moto Guzzi 1100i",Motorcycles,6625
10188,S10_4698,S10_4698,45,"2003 Harley-Davidson Eagle Drag Bike",Motorcycles,5582
10188,S18_2625,S18_2625,32,"1936 Harley Davidson El Knucklehead",Motorcycles,4357
10188,S24_1578,S24_1578,25,"1997 BMW R 1100 S",Motorcycles,7003
10188,S24_2000,S24_2000,40,"1960 BSA Gold Star DBD34",Motorcycles,15
10188,S32_1374,S32_1374,44,"1997 BMW F650 ST",Motorcycles,178
10188,S700_2834,S700_2834,29,"ATA: B757-300",Planes,7106
10189,S12_2823,S12_2823,28,"2002 Suzuki XREO",Motorcycles,9997
10190,S24_2360,S24_2360,42,"1982 Ducati 900 Monster",Motorcycles,6840
10190,S32_2206,S32_2206,46,"1982 Ducati 996 R",Motorcycles,9241
10190,S32_4485,S32_4485,42,"1974 Ducati 350 Mk3 Desmo",Motorcycles,3341
10190,S50_4713,S50_4713,40,"2002 Yamaha YZR M1",Motorcycles,600
10191,S12_1099,S12_1099,21,"1968 Ford Mustang","Classic Cars",68
10191,S12_3380,S12_3380,40,"1968 Dodge Charger","Classic Cars",9123
10191,S12_3990,S12_3990,30,"1970 Plymouth Hemi Cuda","Classic Cars",5663
10191,S18_3278,S18_3278,36,"1969 Dodge Super Bee","Classic Cars",1917
10191,S18_3482,S18_3482,23,"1976 Ford Gran Torino","Classic Cars",9127
10191,S18_3782,S18_3782,43,"1957 Vespa GS150",Motorcycles,7689
10191,S18_4721,S18_4721,32,"1957 Corvette Convertible","Classic Cars",1249
10191,S24_3371,S24_3371,48,"1971 Alpine Renault 1600s","Classic Cars",7995
10191,S24_4620,S24_4620,44,"1961 Chevrolet Impala","Classic Cars",7869
10192,S12_4675,S12_4675,27,"1969 Dodge Charger","Classic Cars",7323
10192,S18_1129,S18_1129,22,"1993 Mazda RX-7","Classic Cars",3975
10192,S18_1589,S18_1589,29,"1965 Aston Martin DB5","Classic Cars",9042
10192,S18_1889,S18_1889,45,"1948 Porsche 356-A Roadster","Classic Cars",8826
10192,S18_1984,S18_1984,47,"1995 Honda Civic","Classic Cars",9772
10192,S18_2870,S18_2870,38,"1999 Indy 500 Monte Carlo SS","Classic Cars",8164
10192,S18_3232,S18_3232,26,"1992 Ferrari 360 Spider red","Classic Cars",8347
10192,S18_3685,S18_3685,45,"1948 Porsche Type 356 Roadster","Classic Cars",8990
10192,S24_1046,S24_1046,37,"1970 Chevy Chevelle SS 454","Classic Cars",1005
10192,S24_1628,S24_1628,47,"1966 Shelby Cobra 427 S/C","Classic Cars",8197
10192,S24_2766,S24_2766,46,"1949 Jaguar XK 120","Classic Cars",2350
10192,S24_2887,S24_2887,23,"1952 Citroen-15CV","Classic Cars",1452
10192,S24_2972,S24_2972,30,"1982 Lamborghini Diablo","Classic Cars",7723
10192,S24_3191,S24_3191,32,"1969 Chevrolet Camaro Z28","Classic Cars",4695
10192,S24_3432,S24_3432,46,"2002 Chevy Corvette","Classic Cars",9446
10192,S24_3856,S24_3856,45,"1956 Porsche 356A Coupe","Classic Cars",6600
10193,S18_1342,S18_1342,28,"1937 Lincoln Berline","Vintage Cars",8693
10193,S18_1367,S18_1367,46,"1936 Mercedes-Benz 500K Special Roadster","Vintage Cars",8635
10193,S18_1749,S18_1749,21,"1917 Grand Touring Sedan","Vintage Cars",2724
10193,S18_2248,S18_2248,42,"1911 Ford Town Car","Vintage Cars",540
10193,S18_2325,S18_2325,44,"1932 Model A Ford J-Coupe","Vintage Cars",9354
10193,S18_2795,S18_2795,22,"1928 Mercedes-Benz SSK","Vintage Cars",548
10193,S18_2949,S18_2949,28,"1913 Ford Model T Speedster","Vintage Cars",4189
10193,S18_2957,S18_2957,24,"1934 Ford V8 Coupe","Vintage Cars",5649
10193,S18_3136,S18_3136,23,"18th Century Vintage Horse Carriage","Vintage Cars",5992
10193,S18_3320,S18_3320,32,"1917 Maxwell Touring Car","Vintage Cars",7913
10193,S18_4409,S18_4409,24,"1932 Alfa Romeo 8C2300 Spider Sport","Vintage Cars",6553
10193,S18_4933,S18_4933,25,"1957 Ford Thunderbird","Classic Cars",3209
10193,S24_1937,S24_1937,26,"1939 Chevrolet Deluxe Coupe","Vintage Cars",7332
10193,S24_2022,S24_2022,20,"1938 Cadillac V-16 Presidential Limousine","Vintage Cars",2847
10193,S24_3969,S24_3969,22,"1936 Mercedes Benz 500k Roadster","Vintage Cars",2081
10193,S24_4258,S24_4258,20,"1936 Chrysler Airflow","Vintage Cars",4710
10194,S10_1949,S10_1949,42,"1952 Alpine Renault 1300","Classic Cars",7305
10194,S10_4962,S10_4962,26,"1962 LanciaA Delta 16V","Classic Cars",6791
10194,S12_1666,S12_1666,38,"1958 Setra Bus","Trucks and Buses",1579
10194,S18_1097,S18_1097,21,"1940 Ford Pickup Truck","Trucks and Buses",2613
10194,S18_2432,S18_2432,45,"1926 Ford Fire Engine","Trucks and Buses",2018
10194,S18_4600,S18_4600,32,"1940s Ford truck","Trucks and Buses",3128
10194,S18_4668,S18_4668,41,"1939 Cadillac Limousine","Vintage Cars",6645
10194,S24_2300,S24_2300,49,"1962 Volkswagen Microbus","Trucks and Buses",2327
10194,S32_1268,S32_1268,37,"1980’s GM Manhattan Express","Trucks and Buses",5099
10194,S32_3522,S32_3522,39,"1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses",814
10194,S700_2824,S700_2824,26,"1982 Camaro Z28","Classic Cars",6934
10195,S12_4473,S12_4473,49,"1957 Chevy Pickup","Trucks and Buses",6125
10195,S18_2238,S18_2238,27,"1998 Chrysler Plymouth Prowler","Classic Cars",4724
10195,S18_2319,S18_2319,35,"1964 Mercedes Tour Bus","Trucks and Buses",8258
10195,S18_3232,S18_3232,50,"1992 Ferrari 360 Spider red","Classic Cars",8347
10195,S24_1444,S24_1444,44,"1970 Dodge Coronet","Classic Cars",4074
10195,S24_2840,S24_2840,32,"1958 Chevy Corvette Limited Edition","Classic Cars",2542
10195,S24_4048,S24_4048,34,"1992 Porsche Cayenne Turbo Silver","Classic Cars",6582
10195,S32_2509,S32_2509,32,"1954 Greyhound Scenicruiser","Trucks and Buses",2874
10195,S32_3207,S32_3207,33,"1950's Chicago Surface Lines Streetcar",Trains,8601
10195,S50_1392,S50_1392,49,"Diamond T620 Semi-Skirted Tanker","Trucks and Buses",1016
10196,S12_1108,S12_1108,47,"2001 Ferrari Enzo","Classic Cars",3619
10196,S12_3148,S12_3148,24,"1969 Corvair Monza","Classic Cars",6906
10196,S12_3891,S12_3891,38,"1969 Ford Falcon","Classic Cars",1049
10196,S18_3140,S18_3140,49,"1903 Ford Model A","Vintage Cars",3913
10196,S18_3259,S18_3259,35,"Collectable Wooden Train",Trains,6450
10196,S18_4027,S18_4027,27,"1970 Triumph Spitfire","Classic Cars",5545
10196,S50_1514,S50_1514,46,"1962 City of Detroit Streetcar",Trains,1645
10196,S700_1938,S700_1938,50,"The Mayflower",Ships,737
10197,S10_4757,S10_4757,45,"1972 Alfa Romeo GTA","Classic Cars",3252
10197,S18_3029,S18_3029,46,"1999 Yamaha Speed Boat",Ships,4259
10197,S18_3856,S18_3856,22,"1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars",2378
10197,S18_4522,S18_4522,50,"1904 Buick Runabout","Vintage Cars",8290
10197,S24_2011,S24_2011,41,"18th century schooner",Ships,1898
10197,S24_3151,S24_3151,47,"1912 Ford Model T Delivery Wagon","Vintage Cars",9173
10197,S24_3816,S24_3816,22,"1940 Ford Delivery Sedan","Vintage Cars",6621
10197,S700_1138,S700_1138,23,"The Schooner Bluenose",Ships,1897
10197,S700_2047,S700_2047,24,"HMS Bounty",Ships,3501
10197,S700_2610,S700_2610,50,"The USS Constitution Ship",Ships,7083
10197,S700_3505,S700_3505,27,"The Titanic",Ships,1956
10197,S700_3962,S700_3962,35,"The Queen Mary",Ships,5088
10197,S72_1253,S72_1253,29,"Boeing X-32A JSF",Planes,4857
10197,S72_3212,S72_3212,42,"Pont Yacht",Ships,414
10198,S18_1662,S18_1662,42,"1980s Black Hawk Helicopter",Planes,5330
10198,S24_2841,S24_2841,48,"1900s Vintage Bi-Plane",Planes,5942
10198,S24_3420,S24_3420,27,"1937 Horch 930V Limousine","Vintage Cars",2902
10198,S24_3949,S24_3949,43,"Corsair F4U ( Bird Cage)",Planes,6812
10198,S700_2466,S700_2466,42,"America West Airlines B757-200",Planes,9653
10198,S700_4002,S700_4002,40,"American Airlines: MD-11S",Planes,8820
10199,S50_1341,S50_1341,29,"1930 Buick Marquette Phaeton","Vintage Cars",7062
10199,S700_1691,S700_1691,48,"American Airlines: B767-300",Planes,5841
10199,S700_3167,S700_3167,38,"F/A 18 Hornet 1/72",Planes,551
10200,S18_2581,S18_2581,28,"P-51-D Mustang",Planes,992
10200,S24_1785,S24_1785,33,"1928 British Royal Navy Airplane",Planes,3627
10200,S24_4278,S24_4278,39,"1900s Vintage Tri-Plane",Planes,2756
10200,S32_1374,S32_1374,35,"1997 BMW F650 ST",Motorcycles,178
10200,S32_4289,S32_4289,27,"1928 Ford Phaeton Deluxe","Vintage Cars",136
10200,S700_2834,S700_2834,39,"ATA: B757-300",Planes,7106
10201,S10_1678,S10_1678,22,"1969 Harley Davidson Ultimate Chopper",Motorcycles,7933
10201,S10_2016,S10_2016,24,"1996 Moto Guzzi 1100i",Motorcycles,6625
10201,S10_4698,S10_4698,49,"2003 Harley-Davidson Eagle Drag Bike",Motorcycles,5582
10201,S12_2823,S12_2823,25,"2002 Suzuki XREO",Motorcycles,9997
10201,S18_2625,S18_2625,30,"1936 Harley Davidson El Knucklehead",Motorcycles,4357
10201,S24_1578,S24_1578,39,"1997 BMW R 1100 S",Motorcycles,7003
10201,S24_2000,S24_2000,25,"1960 BSA Gold Star DBD34",Motorcycles,15
10202,S18_3782,S18_3782,30,"1957 Vespa GS150",Motorcycles,7689
10202,S18_4721,S18_4721,43,"1957 Corvette Convertible","Classic Cars",1249
10202,S24_2360,S24_2360,50,"1982 Ducati 900 Monster",Motorcycles,6840
10202,S24_4620,S24_4620,50,"1961 Chevrolet Impala","Classic Cars",7869
10202,S32_2206,S32_2206,27,"1982 Ducati 996 R",Motorcycles,9241
10202,S32_4485,S32_4485,31,"1974 Ducati 350 Mk3 Desmo",Motorcycles,3341
10202,S50_4713,S50_4713,40,"2002 Yamaha YZR M1",Motorcycles,600
10203,S12_1099,S12_1099,20,"1968 Ford Mustang","Classic Cars",68
10203,S12_3380,S12_3380,20,"1968 Dodge Charger","Classic Cars",9123
10203,S12_3990,S12_3990,44,"1970 Plymouth Hemi Cuda","Classic Cars",5663
10203,S12_4675,S12_4675,47,"1969 Dodge Charger","Classic Cars",7323
10203,S18_1889,S18_1889,45,"1948 Porsche 356-A Roadster","Classic Cars",8826
10203,S18_3232,S18_3232,48,"1992 Ferrari 360 Spider red","Classic Cars",8347
10203,S18_3278,S18_3278,33,"1969 Dodge Super Bee","Classic Cars",1917
10203,S18_3482,S18_3482,32,"1976 Ford Gran Torino","Classic Cars",9127
10203,S24_2972,S24_2972,21,"1982 Lamborghini Diablo","Classic Cars",7723
10203,S24_3371,S24_3371,34,"1971 Alpine Renault 1600s","Classic Cars",7995
10203,S24_3856,S24_3856,47,"1956 Porsche 356A Coupe","Classic Cars",6600
10204,S18_1129,S18_1129,42,"1993 Mazda RX-7","Classic Cars",3975
10204,S18_1589,S18_1589,40,"1965 Aston Martin DB5","Classic Cars",9042
10204,S18_1749,S18_1749,33,"1917 Grand Touring Sedan","Vintage Cars",2724
10204,S18_1984,S18_1984,38,"1995 Honda Civic","Classic Cars",9772
10204,S18_2248,S18_2248,23,"1911 Ford Town Car","Vintage Cars",540
10204,S18_2325,S18_2325,26,"1932 Model A Ford J-Coupe","Vintage Cars",9354
10204,S18_2870,S18_2870,27,"1999 Indy 500 Monte Carlo SS","Classic Cars",8164
10204,S18_3685,S18_3685,35,"1948 Porsche Type 356 Roadster","Classic Cars",8990
10204,S18_4409,S18_4409,29,"1932 Alfa Romeo 8C2300 Spider Sport","Vintage Cars",6553
10204,S18_4933,S18_4933,45,"1957 Ford Thunderbird","Classic Cars",3209
10204,S24_1046,S24_1046,20,"1970 Chevy Chevelle SS 454","Classic Cars",1005
10204,S24_1628,S24_1628,45,"1966 Shelby Cobra 427 S/C","Classic Cars",8197
10204,S24_2766,S24_2766,47,"1949 Jaguar XK 120","Classic Cars",2350
10204,S24_2887,S24_2887,42,"1952 Citroen-15CV","Classic Cars",1452
10204,S24_3191,S24_3191,40,"1969 Chevrolet Camaro Z28","Classic Cars",4695
10204,S24_3432,S24_3432,48,"2002 Chevy Corvette","Classic Cars",9446
10204,S24_3969,S24_3969,39,"1936 Mercedes Benz 500k Roadster","Vintage Cars",2081
10205,S18_1342,S18_1342,36,"1937 Lincoln Berline","Vintage Cars",8693
10205,S18_1367,S18_1367,48,"1936 Mercedes-Benz 500K Special Roadster","Vintage Cars",8635
10205,S18_2795,S18_2795,40,"1928 Mercedes-Benz SSK","Vintage Cars",548
10205,S24_1937,S24_1937,32,"1939 Chevrolet Deluxe Coupe","Vintage Cars",7332
10205,S24_2022,S24_2022,24,"1938 Cadillac V-16 Presidential Limousine","Vintage Cars",2847
10206,S10_1949,S10_1949,47,"1952 Alpine Renault 1300","Classic Cars",7305
10206,S12_1666,S12_1666,28,"1958 Setra Bus","Trucks and Buses",1579
10206,S18_1097,S18_1097,34,"1940 Ford Pickup Truck","Trucks and Buses",2613
10206,S18_2949,S18_2949,37,"1913 Ford Model T Speedster","Vintage Cars",4189
10206,S18_2957,S18_2957,28,"1934 Ford V8 Coupe","Vintage Cars",5649
10206,S18_3136,S18_3136,30,"18th Century Vintage Horse Carriage","Vintage Cars",5992
10206,S18_3320,S18_3320,28,"1917 Maxwell Touring Car","Vintage Cars",7913
10206,S18_4668,S18_4668,21,"1939 Cadillac Limousine","Vintage Cars",6645
10206,S24_4258,S24_4258,33,"1936 Chrysler Airflow","Vintage Cars",4710
10206,S32_3522,S32_3522,36,"1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses",814
10206,S700_2824,S700_2824,33,"1982 Camaro Z28","Classic Cars",6934
10207,S10_4962,S10_4962,31,"1962 LanciaA Delta 16V","Classic Cars",6791
10207,S12_4473,S12_4473,34,"1957 Chevy Pickup","Trucks and Buses",6125
10207,S18_2238,S18_2238,44,"1998 Chrysler Plymouth Prowler","Classic Cars",4724
10207,S18_2319,S18_2319,43,"1964 Mercedes Tour Bus","Trucks and Buses",8258
10207,S18_2432,S18_2432,37,"1926 Ford Fire Engine","Trucks and Buses",2018
10207,S18_3232,S18_3232,25,"1992 Ferrari 360 Spider red","Classic Cars",8347
10207,S18_4027,S18_4027,40,"1970 Triumph Spitfire","Classic Cars",5545
10207,S18_4600,S18_4600,47,"1940s Ford truck","Trucks and Buses",3128
10207,S24_1444,S24_1444,49,"1970 Dodge Coronet","Classic Cars",4074
10207,S24_2300,S24_2300,46,"1962 Volkswagen Microbus","Trucks and Buses",2327
10207,S24_2840,S24_2840,42,"1958 Chevy Corvette Limited Edition","Classic Cars",2542
10207,S24_4048,S24_4048,28,"1992 Porsche Cayenne Turbo Silver","Classic Cars",6582
10207,S32_1268,S32_1268,49,"1980’s GM Manhattan Express","Trucks and Buses",5099
10207,S32_2509,S32_2509,27,"1954 Greyhound Scenicruiser","Trucks and Buses",2874
10207,S32_3207,S32_3207,45,"1950's Chicago Surface Lines Streetcar",Trains,8601
10207,S50_1392,S50_1392,28,"Diamond T620 Semi-Skirted Tanker","Trucks and Buses",1016
10208,S12_1108,S12_1108,46,"2001 Ferrari Enzo","Classic Cars",3619
10208,S12_3148,S12_3148,26,"1969 Corvair Monza","Classic Cars",6906
10208,S12_3891,S12_3891,20,"1969 Ford Falcon","Classic Cars",1049
10208,S18_3140,S18_3140,24,"1903 Ford Model A","Vintage Cars",3913
10208,S18_3259,S18_3259,48,"Collectable Wooden Train",Trains,6450
10208,S18_4522,S18_4522,45,"1904 Buick Runabout","Vintage Cars",8290
10208,S24_2011,S24_2011,35,"18th century schooner",Ships,1898
10208,S24_3151,S24_3151,20,"1912 Ford Model T Delivery Wagon","Vintage Cars",9173
10208,S50_1514,S50_1514,30,"1962 City of Detroit Streetcar",Trains,1645
10208,S700_1138,S700_1138,38,"The Schooner Bluenose",Ships,1897
10208,S700_1938,S700_1938,40,"The Mayflower",Ships,737
10208,S700_2610,S700_2610,46,"The USS Constitution Ship",Ships,7083
10208,S700_3505,S700_3505,37,"The Titanic",Ships,1956
10208,S700_3962,S700_3962,33,"The Queen Mary",Ships,5088
10208,S72_3212,S72_3212,42,"Pont Yacht",Ships,414
10209,S10_4757,S10_4757,39,"1972 Alfa Romeo GTA","Classic Cars",3252
10209,S18_3029,S18_3029,28,"1999 Yamaha Speed Boat",Ships,4259
10209,S18_3856,S18_3856,20,"1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars",2378
10209,S24_2841,S24_2841,43,"1900s Vintage Bi-Plane",Planes,5942
10209,S24_3420,S24_3420,36,"1937 Horch 930V Limousine","Vintage Cars",2902
10209,S24_3816,S24_3816,22,"1940 Ford Delivery Sedan","Vintage Cars",6621
10209,S700_2047,S700_2047,33,"HMS Bounty",Ships,3501
10209,S72_1253,S72_1253,48,"Boeing X-32A JSF",Planes,4857
10210,S10_2016,S10_2016,23,"1996 Moto Guzzi 1100i",Motorcycles,6625
10210,S10_4698,S10_4698,34,"2003 Harley-Davidson Eagle Drag Bike",Motorcycles,5582
10210,S18_1662,S18_1662,31,"1980s Black Hawk Helicopter",Planes,5330
10210,S18_2581,S18_2581,50,"P-51-D Mustang",Planes,992
10210,S18_2625,S18_2625,40,"1936 Harley Davidson El Knucklehead",Motorcycles,4357
10210,S24_1785,S24_1785,27,"1928 British Royal Navy Airplane",Planes,3627
10210,S24_2000,S24_2000,30,"1960 BSA Gold Star DBD34",Motorcycles,15
10210,S24_3949,S24_3949,29,"Corsair F4U ( Bird Cage)",Planes,6812
10210,S24_4278,S24_4278,40,"1900s Vintage Tri-Plane",Planes,2756
10210,S32_1374,S32_1374,46,"1997 BMW F650 ST",Motorcycles,178
10210,S32_4289,S32_4289,39,"1928 Ford Phaeton Deluxe","Vintage Cars",136
10210,S50_1341,S50_1341,43,"1930 Buick Marquette Phaeton","Vintage Cars",7062
10210,S700_1691,S700_1691,21,"American Airlines: B767-300",Planes,5841
10210,S700_2466,S700_2466,26,"America West Airlines B757-200",Planes,9653
10210,S700_2834,S700_2834,25,"ATA: B757-300",Planes,7106
