customerNumber,customerName,phone,state,country,salesRepEmployeeNumber,amount,paymentDate,orderNumber
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,36140.38,2004-11-01,10156
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,36140.38,2004-11-01,10190
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,36140.38,2004-11-01,10203
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,36140.38,2004-11-01,10205
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,36140.38,2004-11-01,10212
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,36140.38,2004-11-01,10244
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,36140.38,2004-11-01,10246
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,36140.38,2004-11-01,10262
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,36140.38,2004-11-01,10279
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,36140.38,2004-11-01,10311
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,36140.38,2004-11-01,10350
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,36140.38,2004-11-01,10355
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,36140.38,2004-11-01,10358
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,36140.38,2004-11-01,10378
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,36140.38,2004-11-01,10379
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,36140.38,2004-11-01,10380
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,36140.38,2004-11-01,10383
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,36140.38,2004-11-01,10386
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,36140.38,2004-11-01,10394
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,36140.38,2004-11-01,10412
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,36140.38,2004-11-01,10417
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,36140.38,2004-11-01,10424
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,46895.48,2005-05-19,10104
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,46895.48,2005-05-19,10128
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,46895.48,2005-05-19,10133
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,46895.48,2005-05-19,10153
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,46895.48,2005-05-19,10156
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,46895.48,2005-05-19,10190
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,46895.48,2005-05-19,10203
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,46895.48,2005-05-19,10205
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,46895.48,2005-05-19,10212
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,46895.48,2005-05-19,10244
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,46895.48,2005-05-19,10246
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,46895.48,2005-05-19,10262
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,46895.48,2005-05-19,10279
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,46895.48,2005-05-19,10311
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,46895.48,2005-05-19,10350
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,46895.48,2005-05-19,10355
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,46895.48,2005-05-19,10358
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,46895.48,2005-05-19,10378
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,46895.48,2005-05-19,10379
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,46895.48,2005-05-19,10380
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,46895.48,2005-05-19,10383
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,46895.48,2005-05-19,10386
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,46895.48,2005-05-19,10394
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,46895.48,2005-05-19,10412
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,46895.48,2005-05-19,10417
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,46895.48,2005-05-19,10424
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,59830.55,2004-01-30,10104
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,59830.55,2004-01-30,10128
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,59830.55,2004-01-30,10133
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,59830.55,2004-01-30,10153
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,59830.55,2004-01-30,10156
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,59830.55,2004-01-30,10190
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,59830.55,2004-01-30,10203
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,59830.55,2004-01-30,10205
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,59830.55,2004-01-30,10212
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,59830.55,2004-01-30,10244
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,59830.55,2004-01-30,10246
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,59830.55,2004-01-30,10262
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,59830.55,2004-01-30,10279
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,59830.55,2004-01-30,10311
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,59830.55,2004-01-30,10350
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,59830.55,2004-01-30,10355
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,59830.55,2004-01-30,10358
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,59830.55,2004-01-30,10378
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,59830.55,2004-01-30,10379
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,59830.55,2004-01-30,10380
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,59830.55,2004-01-30,10383
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,59830.55,2004-01-30,10386
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,59830.55,2004-01-30,10394
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,59830.55,2004-01-30,10412
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,59830.55,2004-01-30,10417
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,59830.55,2004-01-30,10424
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,116208.40,2004-12-31,10104
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,116208.40,2004-12-31,10128
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,116208.40,2004-12-31,10133
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,116208.40,2004-12-31,10153
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,116208.40,2004-12-31,10156
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,116208.40,2004-12-31,10190
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,116208.40,2004-12-31,10203
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,116208.40,2004-12-31,10205
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,116208.40,2004-12-31,10212
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,116208.40,2004-12-31,10244
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,116208.40,2004-12-31,10246
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,116208.40,2004-12-31,10262
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,116208.40,2004-12-31,10279
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,116208.40,2004-12-31,10311
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,116208.40,2004-12-31,10350
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,116208.40,2004-12-31,10355
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,116208.40,2004-12-31,10358
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,116208.40,2004-12-31,10378
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,116208.40,2004-12-31,10379
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,116208.40,2004-12-31,10380
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,116208.40,2004-12-31,10383
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,116208.40,2004-12-31,10386
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,116208.40,2004-12-31,10394
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,116208.40,2004-12-31,10412
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,116208.40,2004-12-31,10417
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,116208.40,2004-12-31,10424
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,65071.26,2005-03-25,10104
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,65071.26,2005-03-25,10128
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,65071.26,2005-03-25,10133
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,65071.26,2005-03-25,10153
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,65071.26,2005-03-25,10156
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,65071.26,2005-03-25,10190
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,65071.26,2005-03-25,10203
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,65071.26,2005-03-25,10205
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,65071.26,2005-03-25,10212
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,65071.26,2005-03-25,10244
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,65071.26,2005-03-25,10246
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,65071.26,2005-03-25,10262
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,65071.26,2005-03-25,10279
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,65071.26,2005-03-25,10311
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,65071.26,2005-03-25,10350
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,65071.26,2005-03-25,10355
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,65071.26,2005-03-25,10358
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,65071.26,2005-03-25,10378
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,65071.26,2005-03-25,10379
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,65071.26,2005-03-25,10380
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,65071.26,2005-03-25,10383
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,65071.26,2005-03-25,10386
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,65071.26,2005-03-25,10394
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,65071.26,2005-03-25,10412
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,65071.26,2005-03-25,10417
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,65071.26,2005-03-25,10424
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,120166.58,2005-03-18,10104
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,120166.58,2005-03-18,10128
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,120166.58,2005-03-18,10133
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,120166.58,2005-03-18,10153
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,120166.58,2005-03-18,10156
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,120166.58,2005-03-18,10190
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,120166.58,2005-03-18,10203
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,120166.58,2005-03-18,10205
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,120166.58,2005-03-18,10212
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,120166.58,2005-03-18,10244
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,120166.58,2005-03-18,10246
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,120166.58,2005-03-18,10262
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,120166.58,2005-03-18,10279
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,120166.58,2005-03-18,10311
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,120166.58,2005-03-18,10350
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,120166.58,2005-03-18,10355
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,120166.58,2005-03-18,10358
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,120166.58,2005-03-18,10378
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,120166.58,2005-03-18,10379
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,120166.58,2005-03-18,10380
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,120166.58,2005-03-18,10383
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,120166.58,2005-03-18,10386
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,120166.58,2005-03-18,10394
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,120166.58,2005-03-18,10412
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,120166.58,2005-03-18,10417
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,120166.58,2005-03-18,10424
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,49539.37,2003-10-26,10104
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,49539.37,2003-10-26,10128
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,49539.37,2003-10-26,10133
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,49539.37,2003-10-26,10153
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,49539.37,2003-10-26,10156
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,49539.37,2003-10-26,10190
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,49539.37,2003-10-26,10203
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,49539.37,2003-10-26,10205
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,49539.37,2003-10-26,10212
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,49539.37,2003-10-26,10244
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,49539.37,2003-10-26,10246
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,49539.37,2003-10-26,10262
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,49539.37,2003-10-26,10279
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,49539.37,2003-10-26,10311
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,49539.37,2003-10-26,10350
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,49539.37,2003-10-26,10355
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,49539.37,2003-10-26,10358
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,49539.37,2003-10-26,10378
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,49539.37,2003-10-26,10379
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,49539.37,2003-10-26,10380
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,49539.37,2003-10-26,10383
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,49539.37,2003-10-26,10386
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,49539.37,2003-10-26,10394
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,49539.37,2003-10-26,10412
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,49539.37,2003-10-26,10417
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,49539.37,2003-10-26,10424
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,40206.20,2003-02-25,10104
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,40206.20,2003-02-25,10128
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,40206.20,2003-02-25,10133
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,40206.20,2003-02-25,10153
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,40206.20,2003-02-25,10156
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,40206.20,2003-02-25,10190
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,40206.20,2003-02-25,10203
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,40206.20,2003-02-25,10205
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,40206.20,2003-02-25,10212
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,40206.20,2003-02-25,10244
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,40206.20,2003-02-25,10246
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,40206.20,2003-02-25,10262
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,40206.20,2003-02-25,10279
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,40206.20,2003-02-25,10311
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,40206.20,2003-02-25,10350
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,40206.20,2003-02-25,10355
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,40206.20,2003-02-25,10358
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,40206.20,2003-02-25,10378
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,40206.20,2003-02-25,10379
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,40206.20,2003-02-25,10380
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,40206.20,2003-02-25,10383
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,40206.20,2003-02-25,10386
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,40206.20,2003-02-25,10394
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,40206.20,2003-02-25,10412
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,40206.20,2003-02-25,10417
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,40206.20,2003-02-25,10424
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,63843.55,2003-12-09,10104
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,63843.55,2003-12-09,10128
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,63843.55,2003-12-09,10133
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,63843.55,2003-12-09,10153
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,63843.55,2003-12-09,10156
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,63843.55,2003-12-09,10190
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,63843.55,2003-12-09,10203
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,63843.55,2003-12-09,10205
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,63843.55,2003-12-09,10212
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,63843.55,2003-12-09,10244
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,63843.55,2003-12-09,10246
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,63843.55,2003-12-09,10262
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,63843.55,2003-12-09,10279
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,63843.55,2003-12-09,10311
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,63843.55,2003-12-09,10350
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,63843.55,2003-12-09,10355
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,63843.55,2003-12-09,10358
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,63843.55,2003-12-09,10378
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,63843.55,2003-12-09,10379
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,63843.55,2003-12-09,10380
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,63843.55,2003-12-09,10383
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,63843.55,2003-12-09,10386
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,63843.55,2003-12-09,10394
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,63843.55,2003-12-09,10412
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,63843.55,2003-12-09,10417
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,63843.55,2003-12-09,10424
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,35420.74,2004-07-09,10104
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,35420.74,2004-07-09,10128
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,35420.74,2004-07-09,10133
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,35420.74,2004-07-09,10153
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,35420.74,2004-07-09,10156
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,35420.74,2004-07-09,10190
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,35420.74,2004-07-09,10203
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,35420.74,2004-07-09,10205
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,35420.74,2004-07-09,10212
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,35420.74,2004-07-09,10244
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,35420.74,2004-07-09,10246
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,35420.74,2004-07-09,10262
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,35420.74,2004-07-09,10279
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,35420.74,2004-07-09,10311
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,35420.74,2004-07-09,10350
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,35420.74,2004-07-09,10355
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,35420.74,2004-07-09,10358
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,35420.74,2004-07-09,10378
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,35420.74,2004-07-09,10379
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,35420.74,2004-07-09,10380
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,35420.74,2004-07-09,10383
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,35420.74,2004-07-09,10386
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,35420.74,2004-07-09,10394
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,35420.74,2004-07-09,10412
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,35420.74,2004-07-09,10417
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,35420.74,2004-07-09,10424
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,20009.53,2004-08-16,10104
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,20009.53,2004-08-16,10128
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,20009.53,2004-08-16,10133
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,20009.53,2004-08-16,10153
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,20009.53,2004-08-16,10156
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,20009.53,2004-08-16,10190
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,20009.53,2004-08-16,10203
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,20009.53,2004-08-16,10205
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,20009.53,2004-08-16,10212
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,20009.53,2004-08-16,10244
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,20009.53,2004-08-16,10246
141,"Euro+ Shopping Channel","(91) 555 94 44",NULL,Spain,1370,20009.53,2004-08-16,10262
